         225
   155.000000000000e-3        150.000000000000e-3     
   375.000000000000e-3        164.000000000000e-3     
   183.000000000000e-3        150.000000000000e-3     
   205.000000000000e-3        150.000000000000e-3     
   205.000000000000e-3        171.000000000000e-3     
   226.000000000000e-3        171.000000000000e-3     
   226.000000000000e-3        186.000000000000e-3     
   226.000000000000e-3        207.000000000000e-3     
   226.000000000000e-3        235.000000000000e-3     
   226.000000000000e-3        264.000000000000e-3     
   226.000000000000e-3        292.000000000000e-3     
   226.000000000000e-3        314.000000000000e-3     
   226.000000000000e-3        335.000000000000e-3     
   205.000000000000e-3        335.000000000000e-3     
   190.000000000000e-3        335.000000000000e-3     
   190.000000000000e-3        328.000000000000e-3     
   176.000000000000e-3        328.000000000000e-3     
   176.000000000000e-3        299.000000000000e-3     
   155.000000000000e-3        299.000000000000e-3     
   155.000000000000e-3        328.000000000000e-3     
   155.000000000000e-3        356.000000000000e-3     
   183.000000000000e-3        356.000000000000e-3     
   219.000000000000e-3        356.000000000000e-3     
   240.000000000000e-3        356.000000000000e-3     
   269.000000000000e-3        356.000000000000e-3     
   290.000000000000e-3        356.000000000000e-3     
   387.000000000000e-3        136.000000000000e-3     
   318.000000000000e-3        356.000000000000e-3     
   318.000000000000e-3        335.000000000000e-3     
   318.000000000000e-3        328.000000000000e-3     
   318.000000000000e-3        299.000000000000e-3     
   297.000000000000e-3        299.000000000000e-3     
   290.000000000000e-3        328.000000000000e-3     
   290.000000000000e-3        335.000000000000e-3     
   297.000000000000e-3        328.000000000000e-3     
   254.000000000000e-3        335.000000000000e-3     
   254.000000000000e-3        314.000000000000e-3     
   254.000000000000e-3        292.000000000000e-3     
   254.000000000000e-3        271.000000000000e-3     
   254.000000000000e-3        243.000000000000e-3     
   254.000000000000e-3        221.000000000000e-3     
   254.000000000000e-3        193.000000000000e-3     
   254.000000000000e-3        171.000000000000e-3     
   276.000000000000e-3        171.000000000000e-3     
   296.000000000000e-3        150.000000000000e-3     
   276.000000000000e-3        150.000000000000e-3     
   375.000000000000e-3        150.000000000000e-3     
   308.000000000000e-3        150.000000000000e-3     
   354.000000000000e-3        164.000000000000e-3     
   338.000000000000e-3        174.000000000000e-3     
   354.000000000000e-3        174.000000000000e-3     
   338.000000000000e-3        200.000000000000e-3     
   338.000000000000e-3        221.000000000000e-3     
   354.000000000000e-3        221.000000000000e-3     
   354.000000000000e-3        200.000000000000e-3     
   361.000000000000e-3        200.000000000000e-3     
   361.000000000000e-3        186.000000000000e-3     
   383.000000000000e-3        186.000000000000e-3     
   383.000000000000e-3        179.000000000000e-3     
   404.000000000000e-3        179.000000000000e-3     
